"Source" "stat_id" "Statistic" "df1" "df2" "Value" "Reported.P.Value" "Computed" "Raw"
"267" 17 267 "Z" NA NA "4.64" 1e-04 3.48e-06 " z = 4.64, p < .0001"
"268" 17 268 "Z" NA NA "5.35" 1e-04 8.8e-08 " z = 5.35, p < .0001"
"269" 18 269 "t" "206" NA "3.33" 0.001 0.001028985 "t(206) = 3.33, p = .001"
"270" 18 270 "t" "211" NA "4.48" 1e-04 1.22e-05 "t(211) = 4.48, p < .0001"
"271" 18 271 "t" "207" NA "-1.59" 0.11 0.113360893 "t(207) = -1.59, p = .11"
"272" 18 272 "t" "204" NA "-2.11" 0.04 0.036077194 "t(204) = -2.11, p = .04"
"273" 18 273 "t" "203" NA "2.18" 0.03 0.030407757 "t(203) = 2.18, p = .03"
"274" 18 274 "t" "204" NA "2.16" 0.0319 0.031938854 "t(204) = 2.16, p = .0319"
"275" 18 275 "t" "212" NA "3.84" 2e-04 0.00016246 "t(212) = 3.84, p = .0002"
"276" 18 276 "t" "209" NA "-1.81" 0.07 0.071732195 "t(209) = -1.81, p = .07"
"277" 18 277 "t" "199" NA "1.51" 0.13 0.132629592 "t(199) = 1.51, p = .13"
"278" 18 278 "t" "365" NA "-1.54" 0.12 0.124426812 "t(365) = -1.54, p = .12"
"279" 18 279 "t" "202" NA "2.13" 0.03 0.03438153 "t(202) = 2.13, p = .03"
"280" 18 280 "t" "206" NA "3.61" 4e-04 0.00038451 "t(206) = 3.61, p = .0004"
"281" 18 281 "t" "210" NA "2.26" 0.02 0.024847275 "t(210) = 2.26, p = .02"
"282" 18 282 "t" "206" NA "0.55" 0.58 0.582915204 "t(206) = .55, p = .58"
"283" 18 283 "t" "205" NA "5.26" 1e-04 3.61e-07 "t(205) = 5.26, p < .0001"
"284" 18 284 "t" "206" NA "4.69" 1e-04 4.97e-06 "t(206) = 4.69, p < .0001"
"285" 18 285 "t" "199" NA "1.68" 0.09 0.094526456 "t(199) = 1.68, p = .09"
"286" 18 286 "t" "201" NA "-1.48" 0.14 0.140438908 "t(201) = -1.48, p = .14"
"287" 18 287 "t" "200" NA "2.19" 0.03 0.029680788 "t(200) = 2.19, p = .03"
"288" 18 288 "t" "207" NA "1.7" 0.09 0.090632921 "t(207) = 1.70, p = .09"
"289" 18 289 "t" "205" NA "6.92" 1e-04 5.67e-11 "t(205) = 6.92, p < .0001"
"290" 18 290 "t" "208" NA "3.18" 0.0017 0.001697713 "t(208) = 3.18, p = .0017"
"291" 18 291 "F" "1" "199" "5.81" 0.02 0.016844872 "F(1, 199) = 5.81, p = .02"
"292" 18 292 "F" "1" "119" "3.46" 0.07 0.065339374 "F(1, 119) = 3.46, p = .07"
"293" 18 293 "F" "1" "166" "4.43" 0.04 0.036818226 "F(1, 166) = 4.43, p = .04"
"294" 18 294 "t" "56.6" NA "2.07" 0.04 0.043026775 "t(56.60) = 2.07, p = .04"
"295" 18 295 "t" "76" NA "2.28" 0.03 0.02541275 "t(76) = 2.28, p = .03"
"296" 19 296 "F" "1" "55" "132.59" 0.001 2.81e-16 "F(1, 55) = 132.59, p < .001"
"297" 19 297 "F" "1" "55" "2.33" 0.132 0.132632496 "F(1, 55) = 2.33, p = .132"
"298" 19 298 "t" "55" NA "-5.13" 0.001 3.89e-06 "t(55) = -5.13, p < .001"
"299" 19 299 "t" "55" NA "0.23" 0.823 0.818945059 "t(55) = 0.23, p = .823"
"300" 19 300 "t" "55" NA "-5.84" 0.001 2.91e-07 "t(55) = -5.84, p < .001"
"301" 19 301 "t" "55" NA "1.45" 0.154 0.152737439 "t(55) = 1.45, p = .154"
"302" 19 302 "t" "55" NA "-3.36" 0.002 0.001422018 "t(55) = -3.36, p = .002"
"303" 19 303 "t" "55" NA "2.61" 0.012 0.011642064 "t(55) = 2.61, p = .012"
"304" 19 304 "t" "55" NA "2.45" 0.018 0.017496383 "t(55) = 2.45, p = .018"
"305" 20 305 "t" "28" NA "2.28" 0.03 0.03042436 "t(28) = 2.28, p = .03"
"306" 20 306 "t" "74" NA "-2.45" 0.016 0.016650381 "t(74) = -2.45, p = .016"
"307" 20 307 "F" "1" "71" "3.71" 0.058 0.058091505 "F(1, 71) = 3.71, p = .058"
"308" 20 308 "t" "71" NA "9.52" 0.01 2.59e-14 "t(71) = 9.52, p < .01"
"309" 20 309 "t" "76" NA "-2.6" 0.011 0.011196167 "t(76) = -2.60, p = .011"
"310" 20 310 "t" "76" NA "-2.91" 0.01 0.004738832 "t(76) = -2.91, p < .01"
"311" 20 311 "t" "72" NA "4.15" 0.01 9e-05 "t(72) = 4.15, p < .01"
"312" 20 312 "t" "72" NA "-2.19" 0.032 0.031764553 "t(72) = -2.19, p = .032"
"313" 20 313 "t" "74" NA "-2.26" 0.027 0.026763975 "t(74) = -2.26, p = .027"
"314" 20 314 "t" "73" NA "-2.69" 0.01 0.008850211 "t(73) = -2.69, p < .01"
"315" 20 315 "t" "73" NA "-2.35" 0.021 0.02147946 "t(73) = -2.35, p = .021"
"316" 20 316 "t" "69" NA "2.3" 0.025 0.024477928 "t(69) = 2.30, p = .025"
"317" 20 317 "t" "69" NA "8.99" 0.01 3.11e-13 "t(69) = 8.99, p < .01"
"318" 20 318 "t" "75" NA "-3.81" 0.01 0.000282513 "t(75) = -3.81, p < .01"
"319" 20 319 "t" "75" NA "-2.41" 0.018 0.018404361 "t(75) = -2.41, p = .018"
"320" 21 320 "t" "455.75" NA "4.49" 0.001 9.03e-06 "t(455.75) = 4.49, p < .001"
"321" 21 321 "t" "462.97" NA "4.14" 0.001 4.13e-05 "t(462.97) = 4.14, p < .001"
"322" 21 322 "t" "416.65" NA "-2.07" 0.04 0.039068001 "t(416.65) = -2.07, p = .04"
"323" 22 323 "F" "1" "105" "0.51" 0.05 0.476723411 "F(1, 105) = 0.51, p > .05"
"324" 22 324 "F" "1" "105" "1.73" 0.05 0.19127594 "F(1, 105) = 1.73, p > .05"
"325" 22 325 "F" "1" "103" "1.8" 0.05 0.182662958 "F(1, 103) = 1.8, p > .05"
"326" 22 326 "F" "1" "98" "0.03" 0.05 0.862847474 "F(1, 98) = 0.03, p > .05"
"327" 22 327 "F" "1" "105" "0.29" 0.05 0.591360355 "F(1, 105) = 0.29, p > .05"
"328" 22 328 "t" "104" NA "-37.7" 0 1.81e-62 "t(104) = -37.7, p < .000"
"329" 22 329 "t" "104" NA "-12.6" 0.001 1.17e-22 "t(104) = -12.6, p < .001"
"330" 22 330 "t" "104" NA "-2.1" 0.039 0.038147828 "t(104) = -2.1, p < .039"
"331" 23 331 "F" "1" "1450" "8.07" 0.005 0.004563313 "F(1, 1450) = 8.07, p = .005"
"332" 24 332 "r" "171" NA "0.33" 0.001 9.26e-06 "r(171) = .33, p < .001"
"333" 24 333 "r" "170" NA "0.51" 0.001 8.94e-13 "r(170) = .51, p < .001"
"334" 24 334 "r" "159" NA "0.35" 0.001 5.33e-06 "r(159) = .35, p < .001"
"335" 24 335 "r" "158" NA "0.28" 0.001 0.000335811 "r(158) = .28, p < .001"
"336" 24 336 "r" "171" NA "0.24" 0.01 0.001470529 "r(171) = .24, p < .01"
"337" 24 337 "r" "159" NA "0.08" 0.35 0.313073096 "r(159) = .08, p = .35"
"338" 24 338 "t" "47" NA "1.93" 0.02 0.059654279 "t(47) = 1.93, p = .02"
"339" 24 339 "t" "47" NA "1" 0.09 0.32243134 "t(47) = 1.00, p = .09"
"340" 24 340 "t" "78.13" NA "3.92" 1e-04 0.000188738 "t(78.13) = 3.92, p < .0001"
"341" 24 341 "t" "167" NA "3.57" 0.001 0.000466384 "t(167) = 3.57, p < .001"
"342" 24 342 "t" "47" NA "2.92" 0.002 0.005360362 "t(47) = 2.92, p < .002"
"343" 24 343 "t" "31" NA "2.31" 0.03 0.02771275 "t(31) = 2.31, p < .03"
"344" 24 344 "t" "31" NA "3.38" 0.001 0.001973157 "t(31) = 3.38, p < .001"
"345" 24 345 "F" "2" "90" "8.86" 0.001 0.000307311 "F(2, 90) = 8.86, p < .001"
"346" 24 346 "F" "1" "45" "6.38" 0.02 0.015130541 "F(1, 45) = 6.38, p < .02"
"347" 24 347 "F" "2" "90" "17.77" 0.001 3.13e-07 "F(2, 90) = 17.77, p < .001"
"348" 24 348 "t" "45" NA "3.62" 0.001 0.000743712 "t(45) = 3.62, p < .001"
"349" 24 349 "t" "45" NA "3.13" 0.01 0.00306665 "t(45) = 3.13, p < .01"
"350" 25 350 "F" "3" "33" "0.11" 0.96 0.953654504 "F(3, 33) = 0.11, p = .96"
"351" 25 351 "F" "2" "73" "20" 0.001 1.19e-07 "F(2, 73) = 20.0, p < .001"
"352" 25 352 "F" "2" "67" "15.3" 0.001 3.36e-06 "F(2, 67) = 15.3, p < .001"
"353" 25 353 "t" "75" NA "4.47" 0.001 2.73e-05 "t(75) = 4.47, p < .001"
"354" 25 354 "t" "66" NA "3.87" 0.001 0.000251962 "t(66) = 3.87, p < .001"
"355" 25 355 "F" "2" "57" "31" 0.001 7.75e-10 "F(2, 57) = 31.0, p < .001"
"356" 25 356 "F" "2" "45" "26.1" 0.001 2.98e-08 "F(2, 45) = 26.1, p < .001"
"357" 25 357 "t" "57" NA "5.57" 0.001 7.2e-07 "t(57) = 5.57, p < .001"
"358" 25 358 "t" "45" NA "5.11" 0.001 6.37e-06 "t(45) = 5.11, p < .001"
"359" 25 359 "F" "3" "44" "3.58" 0.022 0.021140938 "F(3, 44) = 3.58, p = .022"
"360" 25 360 "t" "40" NA "2.67" 0.01 0.010910031 "t(40) = 2.67, p = .01"
"361" 25 361 "t" "29" NA "0.53" 0.6 0.600146754 "t(29) = 0.53, p = .60"
"362" 25 362 "r" "37" NA "-0.43" 0.008 0.006292181 "r(37) = -.43, p = .008"
"363" 26 363 "F" "1" "100.34" "5.565" 0.02 0.020259933 "F(1, 100.34) = 5.565, p = .02"
"364" 26 364 "F" "1" "101.14" "3.482" 0.07 0.064937352 "F(1, 101.14) = 3.482, p = .07"
"365" 26 365 "F" "1" "98.87" "9.144" 0.003 0.003179037 "F(1, 98.87) = 9.144, p = .003"
"366" 26 366 "F" "1" "100.21" "6.58" 0.02 0.011794937 "F(1, 100.21) = 6.58, p = .02"
"367" 27 367 "t" "2" NA "2.536" 0.014 0.126622336 "t(2) = 2.536, p = .014"
"368" 27 368 "t" "2" NA "1.751" 0.086 0.22204673 "t(2) = 1.751, p = .086"
"369" 27 369 "t" "2" NA "2.179" 0.034 0.161180778 "t(2) = 2.179, p = .034"
"370" 28 370 "F" "3" "111" "3.48" 0.003 0.018378005 "F(3, 111) = 3.48, p = .003"
"371" 28 371 "F" "3" "111" "6.3" 0.001 0.000549673 "F(3, 111) = 6.30, p = .001"
"372" 28 372 "F" "3" "111" "5.96" 0.001 0.000833488 "F(3, 111) = 5.96, p = .001"
"373" 28 373 "F" "1" "111" "7.83" 0.006 0.006060049 "F(1, 111) = 7.83, p = .006"
"374" 28 374 "F" "1" "114" "7" 0.009 0.009301938 "F(1, 114) = 7.00, p = .009"
"375" 28 375 "F" "3" "119" "3.76" 0.013 0.012730032 "F(3, 119) = 3.76, p = .013"
"376" 28 376 "t" "59" NA "2.28" 0.026 0.026237986 "t(59) = 2.28, p = .026"
"377" 28 377 "t" "65" NA "3.02" 0.004 0.003610415 "t(65) = 3.02, p = .004"
"378" 28 378 "t" "63" NA "1.33" 0.19 0.188313384 "t(63) = 1.33, p = .19"
"379" 28 379 "t" "65" NA "2.38" 0.02 0.020255639 "t(65) = 2.38, p = .02"
"380" 28 380 "t" "59" NA "-0.05" 0.64 0.960291276 "t(59) = -0.05, p = .64"
"381" 28 381 "t" "63" NA "3.24" 0.002 0.001910421 "t(63) = 3.24, p = .002"
"382" 28 382 "t" "59" NA "2.31" 0.025 0.024404838 "t(59) = 2.31, p = .025"
"383" 28 383 "F" "6" "111" "3.1" 0.006 0.007609807 "F(6, 111) = 3.10, p = .006"
"384" 28 384 "t" "57" NA "3.59" 0.001 0.000688746 "t(57) = 3.59, p = .001"
"385" 28 385 "F" "1" "62" "7.67" 0.009 0.007397252 "F(1, 62) = 7.67, p = .009"
"386" 28 386 "F" "3" "111" "3.24" 0.025 0.024876681 "F(3, 111) = 3.24, p = .025"
"387" 28 387 "F" "3" "111" "2.84" 0.041 0.041202201 "F(3, 111) = 2.84, p = .041"
"388" 28 388 "F" "3" "119" "5.64" 0.001 0.001196829 "F(3, 119) = 5.64, p = .001"
"389" 28 389 "F" "3" "119" "1.08" 0.36 0.360362136 "F(3, 119) = 1.08, p = .36"
"390" 28 390 "F" "3" "111" "1.04" 0.38 0.377846475 "F(3, 111) = 1.04, p = .38"
"391" 28 391 "t" "63" NA "-0.21" 0.84 0.834345342 "t(63) = -0.21, p = .84"
"392" 28 392 "t" "65" NA "-1.43" 0.16 0.157506378 "t(65) = -1.43, p = .16"
"393" 28 393 "t" "50" NA "-3.08" 0.003 0.003359658 "t(50) = -3.08, p = .003"
"394" 28 394 "F" "1" "111" "11.05" 0.001 0.001202175 "F(1, 111) = 11.05, p = .001"
"395" 28 395 "F" "1" "111" "7" 0.009 0.009333935 "F(1, 111) = 7.00, p = .009"
"396" 28 396 "F" "1" "111" "58.67" 0.001 7.49e-12 "F(1, 111) = 58.67, p < .001"
"397" 28 397 "F" "1" "111" "62.68" 0.001 2.01e-12 "F(1, 111) = 62.68, p < .001"
"398" 28 398 "t" "31" NA "0.48" 0.64 0.634597032 "t(31) = 0.48, p = .64"
"399" 28 399 "t" "24" NA "-0.39" 0.7 0.699976279 "t(24) = -0.39, p = .70"
"400" 28 400 "t" "26" NA "-2.63" 0.01 0.014155419 "t(26) = -2.63, p = .01"
"401" 28 401 "t" "30" NA "-2" 0.059 0.054625045 "t(30) = -2.00, p = .059"
"402" 28 402 "F" "3" "111" "3.6" 0.016 0.015797338 "F(3, 111) = 3.60, p = .016"
"403" 28 403 "F" "2" "111" "3.42" 0.034 0.036197502 "F(2, 111) = 3.42, p = .034"
"404" 29 404 "t" "398" NA "2.51" 0.01 0.012469079 "t(398) = 2.51, p = .01"
"405" 29 405 "t" "398" NA "2.71" 0.01 0.007019232 "t(398) = 2.71, p < .01"
"406" 30 406 "F" "2" "208" "1.51" 0.22 0.223321477 "F(2, 208) = 1.51, p = .22"
"407" 30 407 "F" "2" "208" "0.37" 0.69 0.691188027 "F(2, 208) = 0.37, p = .69"
"408" 30 408 "F" "2" "208" "0.31" 0.73 0.733785229 "F(2, 208) = 0.31, p = .73"
"409" 30 409 "F" "2" "208" "0.99" 0.37 0.373320615 "F(2, 208) = 0.99, p = .37"
"410" 30 410 "F" "2" "208" "7.39" 0.001 0.000793345 "F(2, 208) = 7.39, p = .001"
"411" 30 411 "F" "2" "208" "4.73" 0.01 0.009797853 "F(2, 208) = 4.73, p = .01"
"412" 30 412 "F" "1" "19" "171.42" 0.001 5.87e-11 "F(1, 19) = 171.42, p < .001"
"413" 30 413 "t" "19" NA "0.29" 0.77 0.774957472 "t(19) = 0.29, p = .77"
"414" 30 414 "t" "66" NA "1.84" 0.07 0.070265304 "t(66) = 1.84, p = .07"
"415" 30 415 "t" "51" NA "0.007" 0.99 0.994442164 "t(51) = .007, p = .99"
"416" 30 416 "t" "74" NA "1.49" 0.14 0.14047437 "t(74) = 1.49, p = .14"
"417" 30 417 "t" "97" NA "0.3" 0.77 0.764819113 "t(97) = 0.30, p = .77"
"418" 30 418 "t" "63" NA "0.19" 0.85 0.849920008 "t(63) = 0.19, p = .85"
"419" 30 419 "t" "88" NA "0.59" 0.55 0.556702616 "t(88) = 0.59, p = .55"
"420" 30 420 "t" "133" NA "2.23" 0.03 0.027423925 "t(133) = 2.23, p = .03"
"421" 30 421 "t" "110" NA "0.67" 0.51 0.504261878 "t(110) = 0.67, p = .51"
"422" 30 422 "t" "110" NA "1.41" 0.16 0.161360981 "t(110) = 1.41, p = .16"
"423" 30 423 "t" "110" NA "0.12" 0.91 0.904702048 "t(110) = 0.12, p = .91"
"424" 30 424 "t" "110" NA "1.82" 0.07 0.071478261 "t(110) = 1.82, p = .07"
"425" 30 425 "t" "110" NA "0.24" 0.81 0.810776932 "t(110) = 0.24, p = .81"
"426" 30 426 "t" "110" NA "0.72" 0.47 0.473052099 "t(110) = 0.72, p = .47"
"427" 30 427 "t" "110" NA "2.74" 0.007 0.007170572 "t(110) = 2.74, p = .007"
"428" 30 428 "t" "50" NA "0.33" 0.75 0.742778631 "t(50) = 0.33, p = .75"
"429" 30 429 "t" "46" NA "0.37" 0.72 0.713080619 "t(46) = 0.37, p = .72"
"430" 30 430 "t" "64" NA "0.27" 0.79 0.788028975 "t(64) = 0.27, p = .79"
"431" 30 431 "t" "166" NA "0.59" 0.56 0.555992906 "t(166) = 0.59, p = .56"
"432" 30 432 "t" "37" NA "0.85" 0.4 0.400792023 "t(37) = 0.85, p = .40"
"433" 30 433 "t" "36" NA "0.5" 0.62 0.620117773 "t(36) = 0.50, p = .62"
"434" 30 434 "t" "110" NA "1.05" 0.29 0.296019492 "t(110) = 1.05, p = .29"
"435" 30 435 "t" "110" NA "1.05" 0.3 0.296019492 "t(110) = 1.05, p = .30"
"436" 30 436 "t" "110" NA "0.18" 0.86 0.857483746 "t(110) = 0.18, p = .86"
"437" 30 437 "t" "110" NA "0.32" 0.75 0.749575347 "t(110) = 0.32, p = .75"
"438" 30 438 "t" "110" NA "0.88" 0.38 0.380777812 "t(110) = 0.88, p = .38"
"439" 30 439 "t" "110" NA "0.46" 0.65 0.646424169 "t(110) = 0.46, p = .65"
"440" 30 440 "t" "114" NA "0.3" 0.77 0.764723497 "t(114) = 0.30, p = .77"
"441" 30 441 "t" "271" NA "0.34" 0.73 0.734119904 "t(271) = 0.34, p = .73"
"442" 30 442 "t" "355" NA "1.89" 0.06 0.059572382 "t(355) = 1.89, p = .06"
"443" 30 443 "t" "425" NA "1.12" 0.26 0.263346289 "t(425) = 1.12, p = .26"
"444" 30 444 "t" "292" NA "0.55" 0.58 0.582739818 "t(292) = 0.55, p = .58"
"445" 30 445 "t" "299" NA "0.02" 0.98 0.984056712 "t(299) = 0.02, p = .98"
"446" 30 446 "t" "100" NA "1.13" 0.26 0.261179361 "t(100) = 1.13, p = .26"
"447" 30 447 "t" "63" NA "0.13" 0.88 0.896980619 "t(63) = 0.13, p = .88"
"448" 30 448 "t" "63" NA "0.52" 0.6 0.604886067 "t(63) = 0.52, p = .60"
"449" 30 449 "t" "63" NA "2.16" 0.62 0.034584842 "t(63) = 2.16, p = .62"
"450" 30 450 "t" "63" NA "0.57" 0.57 0.570704874 "t(63) = 0.57, p = .57"
"451" 30 451 "t" "63" NA "0.48" 0.63 0.632889786 "t(63) = 0.48, p = .63"
"452" 30 452 "t" "63" NA "1.9" 0.06 0.062011976 "t(63) = 1.90, p = .06"
"453" 30 453 "t" "63" NA "2.08" 0.04 0.041599544 "t(63) = 2.08, p = .04"
"454" 31 454 "F" "2" "96" "3.5" 0.034 0.034106127 "F(2, 96) = 3.5, p = .034"
"455" 31 455 "t" "96" NA "2.81" 0.006 0.006004384 "t(96) = 2.81, p = .006"
"456" 31 456 "t" "96" NA "2.72" 0.008 0.007749922 "t(96) = 2.72, p = .008"
"457" 31 457 "t" "97" NA "2.71" 0.008 0.007956733 "t(97) = 2.71, p = .008"
"458" 31 458 "t" "95" NA "1.79" 0.076 0.076639842 "t(95) = 1.79, p = .076"
"459" 31 459 "t" "97" NA "2.35" 0.021 0.020799306 "t(97) = 2.35, p = .021"
"460" 31 460 "t" "96" NA "2.74" 0.007 0.007326263 "t(96) = 2.74, p = .007"
"461" 31 461 "t" "97" NA "2.7" 0.009 0.008182282 "t(97) = 2.70, p = .009"
"462" 31 462 "t" "99" NA "5.34" 0.001 5.93e-07 "t(99) = 5.34, p < .001"
"463" 31 463 "t" "99" NA "0.65" 0.51 0.517197691 "t(99) = 0.65, p = .51"
"464" 31 464 "t" "89" NA "1.42" 0.158 0.159101192 "t(89) = 1.42, p = .158"
"465" 31 465 "t" "80" NA "2.06" 0.043 0.042649853 "t(80) = 2.06, p = .043"
"466" 31 466 "t" "128" NA "1.96" 0.052 0.052168403 "t(128) = 1.96, p = .052"
"467" 31 467 "t" "96" NA "2.35" 0.021 0.020820751 "t(96) = 2.35, p = .021"
"468" 31 468 "t" "96" NA "1.8" 0.075 0.075001632 "t(96) = 1.8, p = .075"
"469" 31 469 "t" "127" NA "3.83" 0.001 0.000200354 "t(127) = 3.83, p < .001"
"470" 32 470 "F" "64" "132" "2.27" 0 3.83e-05 "F(64, 132) = 2.27, p = .000"
"471" 32 471 "F" "8" "282" "5.73" 0 9.1e-07 "F(8, 282) = 5.73, p = .000"
"472" 32 472 "F" "8" "296" "4.57" 0 2.89e-05 "F(8, 296) = 4.57, p = .000"
"473" 32 473 "F" "8" "374" "8.46" 0 1.37e-10 "F(8, 374) = 8.46, p = .000"
"474" 32 474 "F" "4" "346" "2.65" 0.033 0.033199807 "F(4, 346) = 2.65, p = .033"
"475" 32 475 "F" "2" "171" "3.48" 0.033 0.033006729 "F(2, 171) = 3.48, p = .033"
"476" 32 476 "F" "6" "382" "1.97" 0.069 0.068968952 "F(6, 382) = 1.97, p = .069"
"477" 32 477 "F" "10" "294" "0.81" 0.622 0.61921329 "F(10, 294) = 0.81, p = .622"
"478" 32 478 "F" "6" "354" "0.286" 0.943 0.943449095 "F(6, 354) = 0.286, p = .943"
"479" 33 479 "F" "1" "261" "0.73" 0.35 0.393666726 "F(1, 261) = 0.73, p > .35"
"480" 33 480 "F" "2" "259" "1.75" 0.15 0.175822356 "F(2, 259) = 1.75, p > .15"
"481" 33 481 "F" "2" "260" "12.39" 0.001 7.25e-06 "F(2, 260) = 12.39, p < .001"
"482" 33 482 "F" "2" "259" "4.71" 0.05 0.009790244 "F(2, 259) = 4.71, p < .05"
"483" 33 483 "F" "2" "260" "7.67" 0.01 0.00058013 "F(2, 260) = 7.67, p < .01"
"484" 33 484 "F" "2" "175" "15.37" 0.001 7.09e-07 "F(2, 175) = 15.37, p < .001"
"485" 33 485 "F" "2" "175" "23.93" 0.001 6.5e-10 "F(2, 175) = 23.93, p < .001"
"486" 33 486 "F" "1" "176" "14.77" 0.001 0.000169434 "F(1, 176) = 14.77, p < .001"
"487" 33 487 "F" "1" "176" "30.32" 0.001 1.28e-07 "F(1, 176) = 30.32, p < .001"
"488" 33 488 "F" "1" "176" "9.31" 0.01 0.002631998 "F(1, 176) = 9.31, p < .01"
"489" 33 489 "F" "1" "176" "12.62" 0.001 0.000489907 "F(1, 176) = 12.62, p < .001"
"490" 34 490 "t" "166" NA "10.4" 0.001 8.02e-20 "t(166) = 10.4, p < .001"
"491" 34 491 "t" "166" NA "7" 0.001 6.03e-11 "t(166) = 7.0, p < .001"
"492" 34 492 "t" "166" NA "10.5" 0.001 4.24e-20 "t(166) = 10.5, p < .001"
"493" 34 493 "t" "209" NA "4.2" 0.001 3.95e-05 "t(209) = 4.2, p < .001"
"494" 34 494 "t" "111" NA "10.4" 0.001 4.28e-18 "t(111) = 10.4, p < .001"
"495" 34 495 "t" "111" NA "11.4" 0.001 2.12e-20 "t(111) = 11.4, p < .001"
"496" 34 496 "t" "203" NA "6.2" 0.001 3.1e-09 "t(203) = 6.2, p < .001"
"497" 34 497 "t" "107" NA "5.8" 0.001 6.81e-08 "t(107) = 5.8, p < .001"
"498" 34 498 "t" "355" NA "-15.6" 0.001 3.76e-42 "t(355) = -15.6, p < .001"
"499" 34 499 "t" "355" NA "-15.1" 0.001 3.86e-40 "t(355) = -15.1, p < .001"
"500" 34 500 "t" "240" NA "-14.6" 0.001 5.6e-35 "t(240) = -14.6, p < .001"
"501" 34 501 "t" "161" NA "6.6" 0.001 5.66e-10 "t(161) = 6.6, p < .001"
"502" 35 502 "t" "102" NA "0.26" 0.8 0.795387876 "t(102) = 0.26, p = .80"
"503" 35 503 "t" "102" NA "-0.55" 0.58 0.583521741 "t(102) = -0.55, p = .58"
"504" 35 504 "t" "102" NA "0.57" 0.57 0.569931061 "t(102) = 0.57, p = .57"
"505" 35 505 "t" "102" NA "-0.89" 0.37 0.375560239 "t(102) = -0.89, p = .37"
"506" 36 506 "F" "1" "13" "13.16" 0.005 0.003065332 "F(1, 13) = 13.16, p < .005"
"507" 36 507 "F" "1" "13" "14.4" 0.005 0.002229531 "F(1, 13) = 14.40, p < .005"
"508" 36 508 "F" "1" "13" "7.8" 0.01 0.015236864 "F(1, 13) = 7.80, p < .01"
"509" 36 509 "F" "1" "13" "0.031" 0.862 0.862953515 "F(1, 13) = 0.031, p = .862"
"510" 36 510 "F" "1" "13" "3.98" 0.067 0.067442033 "F(1, 13) = 3.98, p = .067"
"511" 36 511 "F" "1" "13" "1.652" 0.221 0.221113509 "F(1, 13) = 1.652, p = .221"
"512" 36 512 "F" "1" "13" "6.54" 0.025 0.023858803 "F(1, 13) = 6.54, p = .025"
"513" 36 513 "F" "1" "13" "0.94" 0.35 0.349971303 "F(1, 13) = 0.940, p = .350"
"514" 36 514 "F" "1" "13" "0.576" 0.461 0.461424417 "F(1, 13) = 0.576, p = .461"
"515" 36 515 "F" "1" "13" "0" 0.985 1 "F(1, 13) = .000, p = .985"
"516" 36 516 "F" "1" "13" "1.611" 0.227 0.226604664 "F(1, 13) = 1.611, p = .227"
"517" 36 517 "F" "1" "13" "8.97" 0.01 0.010337901 "F(1, 13) = 8.97, p < .01"
"518" 36 518 "F" "1" "13" "5.58" 0.05 0.034433495 "F(1, 13) = 5.58, p < .05"
"519" 36 519 "F" "1" "13" "32.02" 0.001 7.82e-05 "F(1, 13) = 32.02, p < .001"
"520" 36 520 "F" "1" "13" "6.34" 0.05 0.025704005 "F(1, 13) = 6.34, p < .05"
"521" 37 521 "t" "60" NA "-2.27" 0.028 0.026813265 "t(60) = -2.27, p = .028"
"522" 37 522 "F" "1" "49" "0.02" 0.89 0.888116918 "F(1, 49) = 0.02, p = .89"
"523" 37 523 "F" "1" "51" "0.003" 0.95 0.95653391 "F(1, 51) = 0.003, p = .95"
"524" 37 524 "F" "1" "49" "5.72" 0.032 0.0206555 "F(1, 49) = 5.72, p = .032"
"525" 37 525 "t" "51" NA "-2.21" 0.032 0.031619384 "t(51) = -2.21, p = .032"
"526" 37 526 "F" "1" "49" "5.16" 0.028 0.027540422 "F(1, 49) = 5.16, p = .028"
"527" 37 527 "t" "51" NA "-2.27" 0.028 0.027464278 "t(51) = -2.27, p = .028"
"528" 38 528 "t" "273" NA "2.6" 0.01 0.009829888 "t(273) = 2.6, p = 0.010"
"529" 38 529 "t" "273" NA "-2.53" 0.012 0.01196898 "t(273) = -2.53, p = 0.012"
"530" 38 530 "t" "273" NA "-2.72" 0.007 0.006947092 "t(273) = -2.72, p = 0.007"
"531" 38 531 "t" "273" NA "5.06" 0.001 7.71e-07 "t(273) = 5.06, p < 0.001"
"532" 38 532 "F" "2" "271" "14.13" 1e-04 1.45e-06 "F(2, 271) = 14.13, p < 0.0001"
"533" 39 533 "t" "70" NA "-6.67" 0.001 4.96e-09 "t(70) = -6.67, p < .001"
"534" 39 534 "t" "70" NA "3.71" 0.001 0.00041187 "t(70) = 3.71, p < .001"
"535" 39 535 "t" "69" NA "7.48" 0.001 1.78e-10 "t(69) = 7.48, p < .001"
"536" 39 536 "t" "69" NA "2.77" 0.01 0.007195848 "t(69) = 2.77, p < .01"
"537" 39 537 "F" "3" "69" "12.64" 0.001 1.12e-06 "F(3, 69) = 12.64, p < .001"
"538" 39 538 "F" "3" "69" "8.39" 0.001 7.87e-05 "F(3, 69) = 8.39, p < .001"
"539" 39 539 "F" "3" "69" "3.11" 0.03 0.031879983 "F(3, 69) = 3.11, p = .03"
"540" 40 540 "t" "12.7" NA "1.1" 0.061 0.291746078 "t(12.7) = 1.1, p = .061"
